Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,117.489998,118.190002,116.330002,117.370003,113.967110,1793400
2019-01-03,117.050003,117.300003,115.059998,115.260002,111.918282,1887500
2019-01-04,116.660004,118.779999,116.129997,118.680000,115.239120,1793900
2019-01-07,118.209999,119.540001,117.709999,118.300003,114.870140,1082800
2019-01-08,119.379997,119.510002,116.839996,117.839996,114.423470,1403900
2019-01-09,118.660004,119.559998,117.980003,118.680000,115.239120,1753000
2019-01-10,118.529999,120.349998,118.389999,120.269997,116.783012,1061500
2019-01-11,119.889999,120.860001,119.269997,120.470001,116.977234,839400
2019-01-14,119.870003,120.970001,119.790001,120.580002,117.084038,1406800
2019-01-15,120.529999,121.860001,120.529999,121.820000,118.288086,1373400
2019-01-16,122.290001,122.580002,121.180000,122.300003,118.754173,1349800
2019-01-17,121.639999,122.989998,121.279999,122.940002,119.375618,1109200
2019-01-18,123.720001,124.410004,122.739998,124.010002,120.414589,1923900
2019-01-22,123.500000,125.500000,121.339996,122.360001,118.812431,2155800
2019-01-23,122.669998,123.250000,120.599998,123.019997,119.453285,2008700
2019-01-24,122.750000,124.459999,122.580002,124.379997,120.773857,1621000
2019-01-25,125.010002,126.169998,124.540001,124.980003,121.356468,1972800
2019-01-28,124.239998,125.129997,123.610001,125.029999,121.405022,1284500
2019-01-29,124.739998,125.470001,124.379997,124.820000,121.201103,1275200
2019-01-30,124.709999,126.190002,124.080002,125.879997,122.230370,1682400
2019-01-31,125.400002,125.800003,124.379997,125.540001,121.900223,1619500
2019-02-01,126.029999,126.529999,125.129997,126.489998,122.822678,1064700
2019-02-04,126.489998,126.500000,125.019997,126.040001,122.385742,1214100
2019-02-05,126.120003,126.250000,125.330002,126.180000,122.521675,1306400
2019-02-06,125.980003,125.980003,124.870003,125.550003,121.909935,1504900
2019-02-07,125.190002,126.800003,125.110001,126.760002,123.084854,1083900
2019-02-08,126.529999,126.760002,124.620003,125.790001,122.142975,1252700
2019-02-11,126.040001,126.040001,124.360001,125.419998,121.783707,1610200
2019-02-12,126.430000,127.370003,126.110001,127.260002,123.570374,1729500
2019-02-13,127.790001,129.130005,127.550003,128.039993,124.327744,1351000
2019-02-14,127.129997,127.949997,126.230003,126.930000,123.249931,1266500
2019-02-15,128.050003,128.839996,127.870003,128.740005,125.007469,1304600
2019-02-19,128.309998,129.460007,128.009995,129.100006,125.357025,1459300
2019-02-20,129.050003,130.130005,128.979996,129.740005,125.978470,1784800
2019-02-21,129.910004,130.000000,129.139999,129.820007,126.056145,1227800
2019-02-22,130.210007,131.309998,129.979996,131.020004,127.221344,1422900
2019-02-25,131.300003,133.130005,131.300003,132.490005,128.648743,2051100
2019-02-26,132.460007,133.899994,132.360001,133.270004,129.406113,2278700
2019-02-27,132.809998,133.419998,132.440002,132.619995,128.774963,1350100
2019-02-28,132.580002,133.070007,132.220001,132.910004,129.056564,1739700
2019-03-01,133.520004,134.350006,132.460007,133.029999,129.173050,1360400
